,mean_F7,max_F7,min_F7,std_F7,iqr_F7,var_F7,sum_F7,skw_F7,krt_F7,mean_first_diff_F7,mean_second_diff_F7,rms_F7,abssum_F7,ssi_F7,var_F7.1,mav_F7,log_F7,aac_F7,dasdv_F7,dfa_F7,fuzzy_F7,shannon_F7,pe_F7,hjorth_F7,hurst_F7,label
84,0.21730567304662904,0.08513730280816527,0.6644259711067334,0.07753791447649137,0.2166910403974301,0.016017926017754137,0.07673209087348647,0.5248122566597245,0.08168568092024459,0.08939764371227275,0.12309973182767432,0.1502266945338131,0.07673209087348647,0.025958701991547546,0.06646576462551829,0.21730567304662904,0.37364741840996296,0.07756452640524458,0.08389718520164062,0.13881376443891216,0.4199668307355762,0.6303088911306025,0.30102999566398125,0.5809745510229085,0.2924917256274219,2
72,0.4197485357219344,0.13043558865455257,1.0,0.06613288591987342,0.1815650830348711,0.012194242376635352,0.15828383412562064,0.3711979459879059,0.11742073168644836,0.22919193724750558,0.3104921943153246,0.2801478780925065,0.15828383412562064,0.07522684978918415,0.18821052677137898,0.4197485357219344,0.7257763977309266,0.19463641065573595,0.15056337254319252,0.04176109937134177,1.0,0.38639558529927137,0.30102999566398125,0.41045471260881317,0.03354713361006468,1
94,0.07245361366994327,0.08543080757374931,0.007686784062387609,0.08505533268214019,0.20462794241712498,0.0188150233933675,0.11278425884722751,0.628263951505345,0.3323037486274078,0.05112769863214372,0.05291855290597873,0.07166380374416086,0.11278425884722751,0.026952861266374348,0.019030067230970914,0.07245361366994327,0.0472203402740596,0.05240343578899442,0.0514930690581194,0.1592189228345932,0.26791506864669773,0.41270594108552666,0.8870843259309056,0.6395902359674254,0.539109591556028,2
78,0.4072751248867311,0.14097711856773995,1.0,0.11028697499458846,0.30591449488733163,0.029811103698455278,0.1532590662258385,0.3815967116599289,0.035382723760229294,0.21655548050391882,0.28391827235198736,0.2804589078231297,0.1532590662258385,0.07537393812011128,0.18857399149785314,0.4072751248867311,0.6820296864802163,0.2540898370463265,0.1907299378742259,0.04920382668505187,1.0,0.9662857500536574,0.30102999566398125,0.3225484139508657,0.23083681527749184,1
92,0.1971486987250708,0.16751471743761948,0.02445116196116973,0.1837812288864089,0.4036792032036562,0.07595855980257271,0.30597070244096125,0.5905645172376207,0.19906951662146236,0.13731615047708126,0.14431553611669273,0.19032931779347936,0.30597070244096125,0.13421879074167314,0.0852021757331635,0.1971486987250708,0.13686745072893752,0.11093318695792483,0.09397264634083415,0.11712824728960634,0.15976347801548366,0.5839924863412902,0.818386110686846,0.1101758499424868,0.5676851945372642,2
89,0.07041973189300424,0.07618675024780698,0.0045035836171037754,0.06886220426491003,0.1611746593356245,0.013063207658852535,0.13579975430084332,0.5874886195525177,0.3894944685106233,0.11441797732647462,0.1631115009678774,0.061878162013291396,0.13579975430084332,0.026731599897767813,0.015305396213530392,0.07041973189300424,0.049559383319421765,0.09960645736294067,0.09138937531765995,0.03910627009618235,0.33499045508708614,0.5946245012573139,0.9774227503252012,0.5968653110561383,0.6910724510518461,2
95,0.11684756943250009,0.1389013458654167,0.0017163297270663545,0.14197119073230627,0.2740723642370493,0.04712816970314317,0.1981427949780458,0.7137933286743633,0.4134757114105544,0.06869104238546808,0.0648447891910765,0.12726157779953448,0.1981427949780458,0.07155540559180489,0.04445342435743115,0.11684756943250009,0.04663924918262758,0.05735987987606787,0.058813484759395095,0.0807637071280545,0.16615151453291044,0.2664467708992354,0.8631648287610162,0.1042522689619879,0.6126838634571605,2
82,0.15766728889824758,0.11985726150387438,0.003869633639879513,0.12789392567386368,0.37087761119417545,0.03895193420755855,0.21004503852534379,0.4952335472526529,0.15488301007588826,0.11109757796482689,0.1143767520322286,0.13870473944850784,0.21004503852534379,0.06891996258329075,0.051437381820694524,0.15766728889824758,0.09926610826936985,0.1137561193431858,0.093454985641414,0.283400845263529,0.3071823969146129,0.7099855368269092,0.8795880017344075,0.375746668879481,0.5782749473363382,1
90,0.5122815878487594,0.30931081515791936,0.7558592867646746,0.30055539611005777,0.37769479801984707,0.1925142631545753,0.19555969364301173,0.6598358792598213,0.30647407495239354,0.4790468577018657,0.4223620558559973,0.4094086722117377,0.19555969364301173,0.14834670317890733,0.3688943875821376,0.5122815878487594,0.7305279974990214,0.46428442667175684,0.3463584449188266,0.42008802775386844,0.23858380262020462,0.23454583255966413,0.30102999566398125,0.8632118274223183,0.22272656444993574,2
80,0.1528887811420856,0.10783633890421995,0.019650917722531084,0.12470605689834499,0.33832951389580485,0.0372074784332147,0.2465387325608573,0.4903396507111746,0.14310922395381548,0.07907332648622667,0.11942708869213675,0.13485476581357292,0.2465387325608573,0.0780897725917778,0.04870259308080718,0.1528887811420856,0.11844244126993975,0.07369501601413712,0.07403301422963236,0.062346753019002214,0.24084483728290648,0.5062095383828257,0.6540099067632291,0.1536507200432269,0.6385095851893332,1
86,0.10682407538706394,0.09841927615740045,0.0065394801665158,0.10115902303695821,0.2053189426254383,0.02554707521009674,0.18468330321363335,0.6203735741469465,0.3231510725186903,0.08810041821968499,0.1282542397216314,0.09824861768145128,0.18468330321363335,0.04913499675206872,0.029873879007819574,0.10682407538706394,0.08669270044565382,0.08774061457773355,0.09990183709483862,0.07569577650406117,0.287870054051465,0.6481801984021667,0.8692217045740198,0.4153831007497956,0.5884278535389981,2
79,0.1423634251459134,0.10703168854163991,0.019650917722531084,0.11657942832969526,0.3248299234861902,0.032939363122714206,0.19257758724300217,0.5042101464971822,0.16118420250434717,0.0672706226364386,0.07538665165160446,0.12468522361172395,0.19257758724300217,0.05862866934603046,0.04349036696835936,0.1423634251459134,0.12202031387159283,0.06901767174374267,0.06254167948107334,0.2904637013769642,0.25616460403254776,0.4782839277188615,0.6584570506477259,0.45623122495122054,0.659453507234868,1
91,0.21007257477703084,0.16751471743761948,0.030732626766048255,0.19414656217974366,0.4780156698438124,0.08415836028099956,0.2698591346803238,0.5690211205168878,0.1539735613974506,0.08920422545217607,0.07197085939336506,0.20211186470392398,0.2698591346803238,0.12547231529434485,0.09510753838586564,0.21007257477703084,0.15218802145332241,0.09133306910040566,0.07023127513339121,0.4618993589949262,0.14689600874512138,0.4782839277188615,0.810292251341489,0.32457861282769157,0.6061670069809512,2
75,0.23834450546991734,0.08422136918888604,0.5773345940249227,0.09232743110671991,0.2636988769068372,0.021730113611132466,0.08520733883943007,0.34744615747443425,0.0,0.17842960197099483,0.2155829289073669,0.16782252725651858,0.08520733883943007,0.03120940931187355,0.07944060014067202,0.23834450546991734,0.3930221867015162,0.14950576867252352,0.12265774129371143,0.05017526787562657,1.0,0.9662857500536574,0.30102999566398125,0.529305166495016,0.32288613586866977,1
76,0.054486187028078205,0.04786009083753449,0.003209970502730955,0.061021308303380144,0.1886113812690996,0.010644795341647677,0.0922766828118648,0.4977235347317502,0.13595988390682665,0.04287736578301906,0.0518897268367583,0.049170340159616466,0.0922766828118648,0.016977267725318667,0.01132683808338393,0.054486187028078205,0.039857802062549706,0.04391202897525306,0.03846134895013554,0.1353721044597329,0.3587756828649436,0.8801300624704725,0.7328989267113888,0.42351352009009885,0.6053519400286039,1
87,0.2853045171359023,0.11623559215770803,0.47823399783301107,0.10891860077241859,0.22965835625069386,0.029151221337997708,0.1041246311751148,0.3426544380109544,0.16260440283364921,0.22541927783831855,0.31427819054086376,0.20224797040643774,0.1041246311751148,0.04277055979072903,0.10800894658961813,0.2853045171359023,0.4565858539834921,0.17389700005670752,0.12736147834658404,0.1447819224745849,1.0,0.9662857500536574,0.30102999566398125,0.6053483391735444,0.2166487964560984,2
